Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
54,2024-01-21,CUST104,Female,26,Beauty,3,30,90
55,2024-12-26,CUST437,Female,61,Electronics,5,100,500
56,2024-12-25,CUST737,Female,45,Beauty,4,30,120
57,2024-12-05,CUST314,Female,60,Sports,1,50,50
58,2024-06-03,CUST637,Male,63,Sports,4,50,200
59,2024-02-06,CUST406,Male,18,Electronics,2,500,1000
60,2024-02-23,CUST657,Male,31,Beauty,4,20,80
61,2024-11-06,CUST596,Male,48,Beauty,3,20,60
62,2024-10-01,CUST585,Male,46,Sports,5,200,1000
63,2024-05-07,CUST195,Female,48,Sports,5,100,500
64,2024-08-14,CUST513,Female,30,Beauty,1,20,20
65,2024-02-27,CUST564,Male,20,Beauty,1,20,20
66,2024-01-31,CUST441,Female,39,Food,2,10,20
67,2024-12-26,CUST267,Male,28,Beauty,3,30,90
68,2024-07-19,CUST127,Female,38,Food,3,30,90
69,2024-05-07,CUST136,Female,59,Food,2,20,40
70,2024-09-21,CUST138,Male,23,Food,5,30,150
71,2024-08-19,CUST497,Female,61,Electronics,5,50,250
72,2024-09-02,CUST690,Female,51,Electronics,3,100,300
73,2024-06-04,CUST537,Female,31,Electronics,4,50,200
74,2024-09-02,CUST760,Female,45,Sports,4,200,800
75,2024-07-09,CUST339,Female,56,Food,1,20,20
76,2024-12-22,CUST602,Male,39,Clothing,5,100,500
77,2024-07-18,CUST095,Female,29,Beauty,4,50,200
78,2024-07-19,CUST282,Female,36,Electronics,4,500,2000
79,2024-02-18,CUST104,Female,40,Food,1,20,20
80,2024-07-05,CUST402,Female,48,Electronics,4,50,200
81,2024-02-17,CUST567,Male,33,Sports,2,200,400
82,2024-11-06,CUST163,Male,61,Food,4,30,120
83,2024-07-24,CUST742,Male,60,Electronics,4,100,400
84,2024-12-27,CUST199,Male,53,Electronics,1,500,500
85,2024-07-30,CUST312,Female,23,Food,2,10,20
86,2024-01-28,CUST065,Male,41,Beauty,4,30,120
87,2024-06-05,CUST456,Male,50,Clothing,2,100,200
88,2024-05-28,CUST443,Female,21,Beauty,2,20,40
89,2024-07-24,CUST122,Male,63,Food,5,30,150
90,2024-12-15,CUST624,Female,18,Food,4,30,120
91,2024-07-15,CUST422,Female,53,Beauty,5,30,150
92,2024-02-01,CUST611,Female,54,Sports,5,100,500
93,2024-10-04,CUST129,Male,40,Clothing,5,100,500
94,2024-06-30,CUST598,Male,35,Sports,1,100,100
95,2024-06-06,CUST027,Male,54,Clothing,3,200,600
96,2024-02-13,CUST063,Male,20,Electronics,1,100,100
97,2024-08-19,CUST245,Female,52,Beauty,4,20,80
98,2024-01-14,CUST215,Female,51,Electronics,4,30,120
99,2024-03-29,CUST748,Male,52,Beauty,5,30,150
100,2024-07-22,CUST116,Male,24,Clothing,5,500,2500
101,2024-11-13,CUST621,Male,25,Sports,4,50,200
102,2024-11-16,CUST760,Female,26,Clothing,4,100,400
103,2024-02-12,CUST051,Female,50,Beauty,4,20,80
104,2024-05-16,CUST595,Male,21,Beauty,5,50,250
105,2024-12-06,CUST479,Female,19,Sports,1,50,50
106,2024-01-23,CUST309,Female,54,Electronics,2,500,1000
107,2024-09-24,CUST117,Female,28,Electronics,5,100,500
108,2024-05-02,CUST579,Female,43,Electronics,3,500,1500
109,2024-05-11,CUST790,Male,25,Beauty,2,30,60
110,2024-06-08,CUST600,Male,46,Clothing,4,100,400
111,2024-10-06,CUST654,Male,24,Beauty,1,50,50
112,2024-09-30,CUST014,Male,32,Sports,4,200,800
113,2024-10-12,CUST346,Female,43,Sports,2,50,100
114,2024-02-19,CUST164,Female,31,Clothing,4,500,2000
115,2024-08-15,CUST241,Female,33,Electronics,5,500,2500
116,2024-12-13,CUST442,Female,39,Beauty,5,30,150
117,2024-03-16,CUST615,Male,59,Sports,3,100,300
118,2024-01-23,CUST247,Female,61,Food,1,30,30
119,2024-12-07,CUST580,Female,58,Clothing,1,100,100
120,2024-12-21,CUST689,Female,47,Sports,5,50,250
121,2024-09-18,CUST118,Female,25,Clothing,4,100,400
122,2024-04-26,CUST097,Female,42,Sports,4,200,800
123,2024-02-23,CUST074,Female,54,Electronics,2,30,60
124,2024-08-14,CUST137,Female,42,Electronics,5,30,150
125,2024-04-16,CUST415,Female,55,Food,5,30,150
126,2024-12-30,CUST715,Male,49,Beauty,2,30,60
127,2024-02-13,CUST183,Male,33,Food,1,30,30
128,2024-08-10,CUST404,Female,49,Beauty,4,50,200
129,2024-07-17,CUST299,Female,57,Sports,2,100,200
130,2024-02-05,CUST566,Female,47,Food,3,10,30
131,2024-04-06,CUST413,Female,43,Clothing,1,200,200
132,2024-10-29,CUST553,Female,57,Beauty,2,50,100
133,2024-07-04,CUST467,Female,43,Food,1,20,20
134,2024-08-09,CUST707,Female,37,Sports,3,100,300
135,2024-09-27,CUST169,Female,54,Sports,5,100,500
136,2024-02-17,CUST025,Female,45,Sports,5,100,500
137,2024-02-04,CUST208,Female,45,Sports,4,200,800
138,2024-06-07,CUST278,Male,32,Food,2,30,60
139,2024-01-12,CUST765,Male,21,Sports,3,100,300
140,2024-12-08,CUST077,Male,28,Electronics,5,50,250
141,2024-10-27,CUST533,Female,21,Food,3,30,90
142,2024-12-07,CUST104,Male,47,Beauty,5,20,100
143,2024-01-11,CUST096,Male,43,Sports,5,50,250
144,2024-08-09,CUST752,Female,57,Electronics,4,500,2000
145,2024-07-11,CUST318,Male,59,Sports,4,50,200
146,2024-07-22,CUST526,Male,56,Clothing,5,100,500
147,2024-09-13,CUST603,Male,63,Clothing,1,100,100
148,2024-01-23,CUST430,Female,34,Beauty,5,20,100
149,2024-01-01,CUST117,Male,45,Sports,1,50,50
150,2024-09-10,CUST284,Male,53,Clothing,5,100,500
151,2024-01-12,CUST439,Female,31,Beauty,4,30,120
152,2024-01-19,CUST361,Male,31,Clothing,1,100,100
153,2024-07-31,CUST021,Female,48,Food,5,20,100
154,2024-03-22,CUST230,Female,59,Food,5,10,50
155,2024-12-27,CUST530,Female,47,Food,3,20,60
156,2024-07-13,CUST713,Female,28,Electronics,5,30,150
157,2024-08-30,CUST038,Female,38,Food,3,30,90
158,2024-09-22,CUST660,Female,18,Beauty,3,20,60
159,2024-01-08,CUST037,Male,34,Sports,3,50,150
160,2024-01-10,CUST581,Male,30,Clothing,3,200,600
161,2024-01-02,CUST053,Male,62,Clothing,3,200,600
162,2024-03-14,CUST124,Female,25,Sports,1,50,50
163,2024-09-22,CUST281,Female,20,Electronics,4,500,2000
164,2024-01-07,CUST294,Female,52,Clothing,2,200,400
165,2024-04-26,CUST481,Female,64,Clothing,4,100,400
166,2024-05-18,CUST634,Female,41,Electronics,2,50,100
167,2024-08-29,CUST377,Female,42,Electronics,1,50,50
168,2024-12-09,CUST317,Female,20,Beauty,5,50,250
169,2024-01-26,CUST024,Female,46,Food,1,10,10
170,2024-01-26,CUST410,Female,36,Clothing,3,100,300
171,2024-06-29,CUST791,Male,35,Electronics,3,50,150
172,2024-10-10,CUST162,Female,22,Clothing,4,500,2000
173,2024-03-09,CUST787,Female,34,Food,4,20,80
174,2024-02-21,CUST108,Female,24,Beauty,4,30,120
175,2024-04-14,CUST699,Female,61,Beauty,2,20,40
176,2024-03-06,CUST503,Female,28,Sports,3,200,600
177,2024-12-15,CUST439,Male,30,Sports,2,100,200
178,2024-01-13,CUST340,Male,19,Beauty,1,30,30
179,2024-04-03,CUST459,Female,55,Sports,2,200,400
180,2024-04-03,CUST425,Female,37,Sports,1,200,200
181,2024-04-30,CUST683,Male,25,Sports,2,50,100
182,2024-06-10,CUST623,Female,22,Clothing,1,100,100
183,2024-07-15,CUST590,Male,32,Beauty,1,30,30
184,2024-08-27,CUST193,Female,23,Clothing,3,500,1500
185,2024-02-16,CUST081,Male,35,Electronics,1,100,100
186,2024-05-26,CUST728,Male,23,Clothing,4,200,800
187,2024-03-25,CUST601,Male,43,Clothing,1,200,200
188,2024-05-25,CUST375,Male,36,Sports,1,50,50
189,2024-03-07,CUST712,Male,32,Electronics,3,100,300
190,2024-05-28,CUST176,Female,57,Clothing,3,500,1500
191,2024-11-20,CUST221,Male,25,Electronics,5,100,500
192,2024-12-28,CUST128,Female,29,Electronics,4,30,120
193,2024-12-01,CUST133,Female,26,Beauty,1,20,20
194,2024-11-23,CUST571,Female,30,Electronics,4,50,200
195,2024-09-18,CUST617,Male,58,Clothing,1,500,500
196,2024-08-13,CUST126,Male,35,Beauty,2,30,60
197,2024-12-30,CUST653,Male,53,Food,4,30,120
198,2024-10-28,CUST455,Female,30,Electronics,3,30,90
199,2024-07-30,CUST636,Female,27,Food,4,30,120
200,2024-12-02,CUST767,Male,44,Electronics,2,50,100
201,2024-03-21,CUST208,Female,42,Beauty,2,20,40
202,2024-11-20,CUST568,Male,35,Clothing,1,500,500
203,2024-12-23,CUST502,Female,25,Beauty,1,30,30
204,2024-07-16,CUST306,Female,23,Beauty,4,50,200
205,2024-09-27,CUST778,Female,46,Food,3,30,90
206,2024-10-16,CUST709,Female,38,Electronics,3,50,150
207,2024-08-02,CUST800,Female,41,Clothing,5,200,1000
208,2024-08-29,CUST255,Male,45,Beauty,3,20,60
209,2024-12-20,CUST178,Female,50,Food,3,10,30
210,2024-11-06,CUST179,Female,56,Sports,1,50,50
211,2024-11-28,CUST148,Female,30,Beauty,5,30,150
212,2024-05-03,CUST007,Male,18,Beauty,4,50,200
213,2024-06-25,CUST601,Male,22,Electronics,4,500,2000
214,2024-10-16,CUST733,Male,22,Beauty,4,50,200
215,2024-12-02,CUST375,Female,44,Clothing,3,100,300
216,2024-01-10,CUST790,Female,41,Beauty,2,30,60
217,2024-11-16,CUST677,Female,19,Beauty,3,30,90
218,2024-08-02,CUST273,Male,18,Clothing,2,500,1000
219,2024-02-17,CUST199,Male,59,Clothing,4,100,400
220,2024-09-03,CUST605,Male,60,Beauty,1,20,20
221,2024-07-04,CUST485,Female,58,Food,2,10,20
222,2024-10-16,CUST415,Female,35,Sports,2,200,400
223,2024-05-02,CUST715,Female,61,Food,5,30,150
224,2024-12-24,CUST781,Male,47,Sports,4,200,800
225,2024-07-21,CUST435,Female,29,Sports,2,100,200
226,2024-09-05,CUST306,Male,31,Electronics,2,100,200
227,2024-10-10,CUST558,Female,64,Clothing,3,500,1500
228,2024-12-14,CUST337,Male,48,Sports,5,50,250
229,2024-01-06,CUST358,Male,64,Sports,5,100,500
230,2024-12-01,CUST417,Female,41,Beauty,5,30,150
231,2024-12-24,CUST759,Male,19,Beauty,3,20,60
232,2024-02-05,CUST387,Female,34,Beauty,3,20,60
233,2024-04-25,CUST409,Female,25,Sports,3,100,300
234,2024-03-09,CUST375,Male,62,Food,4,20,80
235,2024-12-14,CUST617,Female,37,Clothing,4,200,800
236,2024-11-18,CUST476,Male,30,Food,4,20,80
237,2024-07-02,CUST484,Male,38,Sports,2,100,200
238,2024-02-11,CUST224,Female,37,Food,3,20,60
239,2024-05-31,CUST088,Male,38,Food,2,10,20
240,2024-01-12,CUST552,Male,24,Food,3,20,60
241,2024-04-23,CUST659,Female,33,Electronics,5,50,250
242,2024-05-26,CUST570,Male,45,Sports,4,50,200
243,2024-12-07,CUST588,Female,36,Food,5,10,50
244,2024-06-11,CUST224,Female,52,Electronics,3,30,90
245,2024-04-26,CUST479,Female,34,Clothing,2,100,200
246,2024-06-18,CUST573,Female,28,Sports,1,100,100
247,2024-04-12,CUST015,Male,36,Food,5,30,150
248,2024-10-07,CUST604,Female,18,Food,5,20,100
249,2024-12-27,CUST236,Female,60,Beauty,1,20,20
250,2024-01-07,CUST068,Female,46,Sports,5,50,250
251,2024-01-28,CUST153,Female,24,Clothing,4,500,2000
252,2024-07-07,CUST461,Female,33,Beauty,3,30,90
253,2024-06-21,CUST567,Male,50,Sports,2,50,100
254,2024-10-30,CUST309,Male,39,Beauty,5,20,100
255,2024-09-05,CUST543,Female,56,Electronics,5,100,500
256,2024-07-22,CUST371,Male,47,Sports,2,100,200
257,2024-12-30,CUST354,Female,19,Clothing,5,100,500
258,2024-01-15,CUST098,Male,58,Electronics,3,500,1500
259,2024-02-16,CUST410,Female,47,Clothing,5,500,2500
260,2024-04-23,CUST750,Female,26,Beauty,5,30,150
261,2024-03-26,CUST764,Female,46,Sports,2,100,200
262,2024-10-29,CUST051,Female,36,Clothing,4,200,800
263,2024-05-19,CUST286,Female,40,Sports,5,50,250
264,2024-07-07,CUST625,Female,63,Beauty,5,30,150
265,2024-11-20,CUST572,Male,29,Clothing,4,200,800
266,2024-08-12,CUST607,Female,23,Sports,4,200,800
267,2024-12-16,CUST732,Male,21,Clothing,5,200,1000
268,2024-10-31,CUST356,Female,60,Beauty,2,30,60
269,2024-08-02,CUST428,Male,59,Food,1,10,10
270,2024-09-19,CUST223,Female,32,Electronics,2,30,60
271,2024-10-16,CUST095,Male,57,Electronics,4,30,120
272,2024-10-28,CUST316,Female,38,Clothing,3,100,300
273,2024-04-20,CUST395,Male,27,Electronics,2,50,100
274,2024-10-17,CUST240,Female,50,Sports,5,50,250
275,2024-12-13,CUST766,Male,23,Beauty,2,30,60
276,2024-05-04,CUST100,Male,62,Clothing,3,200,600
277,2024-04-04,CUST511,Female,49,Beauty,3,50,150
278,2024-01-29,CUST661,Female,51,Clothing,1,200,200
279,2024-09-18,CUST272,Male,26,Sports,3,200,600
280,2024-07-21,CUST219,Male,44,Food,4,10,40
281,2024-01-08,CUST142,Male,23,Sports,2,50,100
282,2024-02-19,CUST789,Female,47,Beauty,3,20,60
283,2024-05-21,CUST170,Male,28,Sports,3,100,300
284,2024-06-02,CUST704,Female,51,Beauty,3,30,90
285,2024-04-05,CUST542,Male,26,Electronics,1,30,30
286,2024-02-15,CUST078,Male,47,Sports,5,200,1000
287,2024-05-18,CUST326,Male,33,Sports,1,50,50
288,2024-11-25,CUST713,Male,18,Sports,1,50,50
289,2024-06-14,CUST672,Male,43,Sports,3,200,600
290,2024-12-01,CUST527,Male,18,Electronics,1,50,50
291,2024-04-02,CUST687,Male,54,Beauty,4,20,80
292,2024-01-06,CUST532,Female,55,Beauty,1,20,20
293,2024-10-21,CUST313,Female,51,Sports,1,50,50
294,2024-11-06,CUST054,Male,35,Food,4,30,120
295,2024-05-14,CUST703,Female,61,Sports,3,50,150
296,2024-11-16,CUST551,Female,57,Electronics,1,100,100
297,2024-04-23,CUST192,Female,30,Beauty,1,50,50
298,2024-05-09,CUST782,Male,60,Clothing,2,100,200
299,2024-08-29,CUST717,Male,37,Electronics,1,100,100
300,2024-12-24,CUST664,Male,22,Food,1,20,20
301,2024-08-22,CUST377,Male,22,Electronics,2,50,100
302,2024-02-24,CUST797,Male,34,Food,2,20,40
303,2024-09-17,CUST143,Female,32,Electronics,4,100,400
304,2024-07-25,CUST485,Female,60,Beauty,2,20,40
305,2024-04-22,CUST383,Female,61,Beauty,4,30,120
306,2024-09-14,CUST525,Female,59,Beauty,2,20,40
307,2024-02-17,CUST328,Female,51,Beauty,2,20,40
308,2024-12-05,CUST727,Female,36,Beauty,1,30,30
309,2024-11-11,CUST253,Male,29,Beauty,5,20,100
310,2024-09-15,CUST571,Female,53,Sports,5,50,250
311,2024-02-02,CUST583,Male,58,Clothing,2,200,400
312,2024-11-22,CUST359,Male,56,Electronics,4,500,2000
313,2024-04-21,CUST712,Male,56,Sports,1,50,50
314,2024-08-22,CUST074,Female,58,Clothing,5,100,500
315,2024-07-13,CUST415,Female,23,Electronics,5,30,150
316,2024-03-11,CUST458,Female,46,Beauty,2,20,40
317,2024-08-01,CUST356,Female,63,Beauty,4,50,200
318,2024-06-13,CUST468,Female,32,Sports,5,50,250
319,2024-06-08,CUST011,Male,18,Clothing,1,100,100
320,2024-08-05,CUST098,Female,20,Food,2,10,20
321,2024-08-14,CUST768,Male,63,Food,4,10,40
322,2024-06-19,CUST661,Male,49,Clothing,4,500,2000
323,2024-03-22,CUST588,Male,32,Clothing,5,500,2500
324,2024-05-13,CUST099,Female,28,Beauty,5,30,150
325,2024-04-07,CUST547,Female,38,Clothing,4,500,2000
326,2024-10-08,CUST363,Female,24,Sports,3,100,300
327,2024-08-04,CUST532,Male,60,Food,1,10,10
328,2024-05-03,CUST548,Female,34,Clothing,5,200,1000
329,2024-11-24,CUST775,Female,56,Electronics,4,500,2000
330,2024-04-03,CUST751,Female,31,Clothing,3,500,1500
331,2024-06-22,CUST719,Male,38,Clothing,3,500,1500
332,2024-12-09,CUST015,Male,61,Electronics,1,50,50
333,2024-05-18,CUST725,Male,58,Beauty,1,50,50
334,2024-10-14,CUST008,Female,27,Food,3,30,90
335,2024-12-05,CUST443,Male,38,Electronics,2,50,100
336,2024-02-22,CUST277,Female,36,Beauty,4,30,120
337,2024-03-01,CUST510,Male,50,Beauty,2,30,60
338,2024-03-16,CUST034,Female,19,Beauty,2,50,100
339,2024-11-11,CUST027,Female,51,Clothing,5,200,1000
340,2024-10-10,CUST608,Female,20,Sports,1,50,50
341,2024-07-10,CUST131,Female,22,Sports,2,100,200
342,2024-06-18,CUST082,Male,52,Clothing,3,100,300
343,2024-07-07,CUST554,Female,61,Beauty,1,20,20
344,2024-01-25,CUST363,Female,25,Food,5,30,150
345,2024-02-13,CUST323,Female,23,Electronics,1,500,500
346,2024-06-18,CUST717,Male,21,Electronics,2,30,60
347,2024-12-30,CUST700,Female,19,Sports,2,200,400
348,2024-01-15,CUST010,Male,56,Beauty,4,30,120
349,2024-10-31,CUST545,Female,20,Clothing,4,500,2000
350,2024-12-01,CUST352,Male,57,Beauty,1,30,30
351,2024-12-03,CUST414,Male,22,Electronics,3,50,150
352,2024-07-20,CUST590,Male,47,Beauty,3,20,60
353,2024-05-21,CUST514,Male,45,Clothing,1,100,100
354,2024-11-15,CUST539,Female,21,Food,4,10,40
355,2024-07-20,CUST174,Female,55,Clothing,4,200,800
356,2024-05-05,CUST472,Male,54,Sports,2,100,200
357,2024-09-20,CUST001,Female,48,Food,3,30,90
358,2024-01-03,CUST343,Female,54,Beauty,2,50,100
359,2024-05-20,CUST070,Male,61,Food,1,30,30
360,2024-03-12,CUST181,Female,37,Electronics,1,100,100
361,2024-03-22,CUST530,Female,50,Food,1,10,10
362,2024-11-18,CUST539,Male,27,Beauty,1,30,30
363,2024-04-06,CUST125,Female,51,Sports,1,200,200
364,2024-12-28,CUST468,Male,51,Clothing,4,200,800
365,2024-05-13,CUST389,Male,45,Clothing,1,100,100
366,2024-09-24,CUST480,Female,54,Food,5,30,150
367,2024-11-24,CUST202,Male,59,Food,4,30,120
368,2024-05-07,CUST010,Male,39,Food,4,30,120
369,2024-10-30,CUST477,Male,57,Beauty,4,50,200
370,2024-04-15,CUST230,Male,40,Clothing,1,500,500
371,2024-05-29,CUST402,Female,51,Food,1,20,20
372,2024-06-28,CUST313,Female,37,Electronics,1,50,50
373,2024-04-11,CUST665,Female,44,Beauty,1,30,30
374,2024-11-27,CUST534,Male,55,Food,2,10,20
375,2024-05-25,CUST682,Male,59,Sports,4,200,800
376,2024-07-24,CUST283,Male,41,Electronics,3,30,90
377,2024-10-02,CUST419,Female,40,Food,4,10,40
378,2024-07-28,CUST048,Male,18,Food,2,30,60
379,2024-08-13,CUST075,Female,63,Sports,5,100,500
380,2024-08-05,CUST560,Male,36,Sports,5,50,250
381,2024-06-09,CUST246,Female,38,Beauty,1,20,20
382,2024-05-25,CUST327,Male,40,Food,1,30,30
383,2024-09-03,CUST340,Female,47,Food,4,10,40
384,2024-02-14,CUST061,Male,56,Sports,5,200,1000
385,2024-06-06,CUST727,Male,54,Beauty,2,20,40
386,2024-10-24,CUST113,Female,31,Food,5,20,100
387,2024-05-02,CUST557,Female,18,Beauty,1,30,30
388,2024-01-11,CUST409,Female,42,Food,2,10,20
389,2024-10-13,CUST718,Male,52,Clothing,3,100,300
390,2024-12-16,CUST107,Male,61,Clothing,3,200,600
391,2024-01-24,CUST790,Male,48,Electronics,4,50,200
392,2024-02-10,CUST052,Male,43,Sports,5,100,500
393,2024-04-22,CUST582,Female,39,Food,4,30,120
394,2024-09-24,CUST734,Female,43,Food,3,30,90
395,2024-12-03,CUST023,Male,42,Clothing,4,500,2000
396,2024-11-28,CUST601,Female,46,Beauty,5,50,250
397,2024-06-12,CUST058,Female,22,Clothing,4,200,800
398,2024-09-02,CUST218,Male,34,Food,5,10,50
399,2024-12-02,CUST299,Female,63,Electronics,2,50,100
400,2024-02-23,CUST138,Female,43,Clothing,1,100,100
401,2024-09-23,CUST368,Female,49,Clothing,1,200,200
402,2024-11-10,CUST672,Female,30,Beauty,2,20,40
403,2024-07-21,CUST773,Male,60,Clothing,4,500,2000
404,2024-03-15,CUST434,Male,35,Beauty,1,50,50
405,2024-10-31,CUST716,Male,51,Food,5,30,150
406,2024-05-20,CUST247,Male,50,Clothing,3,500,1500
407,2024-06-01,CUST368,Male,51,Sports,1,200,200
408,2024-10-02,CUST334,Male,64,Electronics,5,50,250
409,2024-09-24,CUST500,Male,35,Beauty,3,50,150
410,2024-12-09,CUST726,Female,47,Food,3,30,90
411,2024-11-22,CUST155,Female,64,Beauty,1,20,20
412,2024-03-18,CUST579,Female,47,Food,2,30,60
413,2024-05-31,CUST676,Male,62,Sports,4,50,200
414,2024-10-30,CUST403,Male,62,Clothing,1,500,500
415,2024-03-29,CUST202,Female,39,Beauty,2,30,60
416,2024-03-05,CUST742,Female,55,Electronics,4,30,120
417,2024-11-18,CUST705,Female,18,Clothing,1,100,100
418,2024-06-05,CUST411,Female,23,Electronics,3,30,90
419,2024-11-27,CUST290,Male,44,Sports,5,50,250
420,2024-06-05,CUST010,Female,45,Sports,4,200,800
421,2024-06-04,CUST687,Female,26,Beauty,3,30,90
422,2024-09-16,CUST565,Female,21,Food,1,10,10
423,2024-10-30,CUST490,Female,27,Beauty,5,30,150
424,2024-09-05,CUST206,Male,28,Beauty,2,20,40
425,2024-11-07,CUST440,Female,49,Food,3,30,90
426,2024-09-20,CUST621,Male,43,Food,5,30,150
427,2024-02-07,CUST195,Female,36,Sports,2,200,400
428,2024-09-27,CUST636,Female,41,Clothing,2,500,1000
429,2024-09-10,CUST248,Male,33,Clothing,1,500,500
430,2024-05-17,CUST043,Male,62,Clothing,3,100,300
431,2024-01-31,CUST177,Male,34,Food,4,30,120
432,2024-11-11,CUST417,Male,32,Sports,4,200,800
433,2024-03-27,CUST091,Female,54,Clothing,3,500,1500
434,2024-02-08,CUST002,Female,24,Food,3,10,30
435,2024-07-14,CUST750,Male,31,Sports,2,100,200
436,2024-03-02,CUST201,Female,63,Sports,5,200,1000
437,2024-05-18,CUST715,Male,37,Beauty,1,20,20
438,2024-06-19,CUST274,Male,37,Sports,4,50,200
439,2024-09-04,CUST214,Female,53,Food,3,30,90
440,2024-12-07,CUST248,Male,46,Electronics,1,500,500
441,2024-05-24,CUST283,Female,28,Clothing,2,500,1000
442,2024-12-18,CUST355,Male,32,Electronics,5,30,150
443,2024-05-19,CUST707,Female,38,Beauty,4,30,120
444,2024-10-11,CUST657,Female,30,Clothing,1,500,500
445,2024-08-06,CUST233,Male,36,Sports,5,50,250
446,2024-05-16,CUST227,Male,48,Clothing,3,100,300
447,2024-08-23,CUST614,Male,28,Electronics,5,50,250
448,2024-09-24,CUST396,Female,50,Food,3,20,60
449,2024-05-31,CUST635,Male,49,Food,4,10,40
450,2024-02-12,CUST782,Female,24,Beauty,4,50,200
451,2024-10-06,CUST797,Female,35,Electronics,3,100,300
452,2024-10-23,CUST457,Female,25,Electronics,5,50,250
453,2024-05-16,CUST362,Male,56,Sports,2,100,200
454,2024-12-15,CUST401,Female,36,Electronics,3,30,90
455,2024-08-17,CUST127,Male,23,Beauty,1,30,30
456,2024-06-09,CUST286,Female,49,Beauty,4,50,200
457,2024-04-26,CUST648,Male,44,Electronics,2,30,60
458,2024-04-24,CUST307,Male,36,Food,5,20,100
459,2024-08-31,CUST788,Female,61,Electronics,3,500,1500
460,2024-12-18,CUST332,Female,55,Sports,5,200,1000
461,2024-04-15,CUST740,Male,37,Food,3,30,90
462,2024-07-25,CUST056,Male,46,Clothing,2,200,400
463,2024-06-09,CUST601,Male,24,Electronics,4,50,200
464,2024-10-28,CUST190,Male,41,Electronics,3,50,150
465,2024-12-21,CUST176,Female,35,Electronics,4,500,2000
466,2024-11-25,CUST683,Female,48,Clothing,2,100,200
467,2024-07-15,CUST634,Female,42,Beauty,1,20,20
468,2024-04-18,CUST773,Male,52,Beauty,3,30,90
469,2024-04-12,CUST161,Male,18,Beauty,5,30,150
470,2024-02-04,CUST382,Male,57,Food,2,30,60
471,2024-04-04,CUST795,Male,49,Food,2,10,20
